            RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,RecipeCategory,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield
3701,Sweet Berry Mousse,3637,katew,PT5M,PT10M,PT15M,2009-08-12T10:30:00Z,Taken from a magazine article titled &quot;Soy Story&quot; - as yet untried by me ! Cooking time does not include refrigeration time. Fresh or frozen berries can be used.,Gelatin,"c(""berries"", ""silken tofu"", ""Grand Marnier"", ""caster sugar"", ""soymilk"", ""gelatin"")",5.0,1.0,151.3,2.2,0.3,0.0,32.5,28.8,0.7,25.8,5.4,4.0,
3702,Redhead in Bed,6810,ladyroseofrohan,PT10M,PT15M,PT25M,2009-08-12T14:34:00Z,This is a strawberry-vodka cocktail topped with a splash of white wine. It is based on the drink served at Ludacris' restaurant &quot;Straits Atlanta&quot;,Beverages,"c(""strawberries"", ""vodka"", ""triple sec"", ""lime juice"", ""white wine"")",,,132.3,0.4,0.0,0.0,2.2,24.6,2.8,19.9,0.9,10.0,10 collins glasses
3703,Sour  Cream Zucchini Bread,436,Sharon123,PT1H20M,PT15M,PT1H35M,2009-08-13T17:21:00Z,"This is an extremely good and rich bread, absoutely yummy  fresh from the oven but it is great chilled from the refrigerator or heated with melted butter. It can be frozen too. I make mini loaves to give as great gifts! Adapted from Mike Dolan who posted it on recipelinks and I changed it to make it my own. It would even be good with chocolate chips added! :) Makes 2 regular loaves or 4 mini loaves. Enjoy! To make the bread even healthier, try substituting 1/2 of the oil with applesauce.",Quick Breads,"c(""flour"", ""toasted wheat germ"", ""cinnamon"", ""salt"", ""baking soda"", ""baking powder"", ""eggs"", ""brown sugar"", ""white sugar"", ""pure vanilla extract"", ""zucchini"", ""light sour cream"")",4.5,9.0,3075.2,159.7,25.4,299.1,2488.8,378.3,13.2,214.0,44.3,,2 loaves(or 3-4 mini loaves)
3704,Roz Bel Laban (Rice Pudding),4021,Jamilahs_Kitchen,PT15M,PT10M,PT25M,2009-08-17T02:49:00Z,Make and share this Roz Bel Laban (Rice Pudding) recipe from Food.com.,Southwest Asia (middle East),"c(""white rice"", ""water"", ""milk"", ""sugar"", ""cinnamon"", ""nutmeg"", ""raisins"", ""rose water"")",5.0,7.0,241.1,3.5,2.1,12.8,47.7,48.2,0.7,25.0,4.6,8.0,1 rice pudding
3705,Pineapple Upside Down Pancake,7444,Honeym,PT15M,PT5M,PT20M,2009-08-17T03:06:00Z,Make and share this Pineapple Upside Down Pancake recipe from Food.com.,Breakfast,"c(""Bisquick"", ""milk"", ""white sugar"", ""egg"", ""vanilla extract"", ""brown sugar"", ""crushed pineapple"")",5.0,1.0,318.0,9.0,3.1,43.6,556.0,53.3,1.0,29.6,6.1,6.0,
3706,Chicken Artichoke Lasagna,5563,Rayndrop,PT1H30M,PT45M,PT2H15M,2009-08-17T03:12:00Z,"Delicious! Great for parties, special occasions or weeknight meal. See direx to prepare ahead of time.",One Dish Meal,"c(""alfredo sauce"", ""milk"", ""dried oregano leaves"", ""water-packed artichoke hearts"", ""red bell pepper"", ""onion"", ""garlic clove"", ""mozzarella cheese"", ""feta cheese"")",,,264.4,11.3,6.0,58.0,352.7,20.3,2.8,1.8,20.5,12.0,1 casserole
3707,Easy Hummus Pizza,7369,RLF619,PT10M,PT5M,PT15M,2009-08-17T12:52:00Z,"This is what I make for myself when I'm too tired to cook but still want something fresh and yummy.  It's fast, easy, and you can vary almost any ingredient.",< 15 Mins,"c(""olive oil"", ""lemon juice"", ""grape tomatoes"", ""kalamata olive"", ""garlic"", ""basil leaves"")",,,167.1,16.2,2.3,0.0,106.4,4.4,1.7,0.1,2.2,1.0,1 small pizza
3708,Carrot Cake &amp; Cream Cheese Buttercream.,7541,lalalateeeeese.,PT35M,PT10M,PT45M,2009-08-19T01:54:00Z,Make and share this Carrot Cake &amp; Cream Cheese Buttercream. recipe from Food.com.,Dessert,"c(""sugar"", ""pure vanilla extract"", ""extra-large eggs"", ""all-purpose flour"", ""ground cinnamon"", ""baking soda"", ""carrots"", ""raisins"", ""walnuts"", ""cream cheese"", ""unsalted butter"", ""confectioners' sugar"", ""pure vanilla extract"")",,,445.7,25.4,7.2,55.9,167.9,52.7,1.3,41.3,4.0,22.0,22 Cupcakes
3709,Fudgy Brownies,7530,Seejayo,PT25M,PT20M,PT45M,2009-08-19T11:26:00Z,Make and share this Fudgy Brownies recipe from Food.com.,Bar Cookie,"c(""flour"", ""baking soda"", ""salt"", ""butter"", ""sugar"", ""water"", ""vanilla extract"", ""eggs"")",,,269.4,14.4,8.5,48.8,126.0,36.2,1.9,27.9,3.1,24.0,24 brownies
3710,The Best Black Bean Brownies (Flourless),6045,TaterBug,PT30M,PT15M,PT45M,2009-08-19T14:18:00Z,"No one will ever guess that black beans are the secret ingredient in this recipe! Surprisingly delicious, almost fudge like. taste really good cold ...Yummy! (from Whole Foods Blog)",Dessert,"c(""no-salt-added black beans"", ""eggs"", ""butter"", ""cocoa powder"", ""salt"", ""vanilla extract"", ""walnuts"")",4.5,8.0,152.2,8.2,4.0,45.0,66.5,17.1,3.2,9.3,4.4,16.0,
3711,Low Carb Crab Bisque,5251,One Happy Woman,PT15M,PT5M,PT20M,2009-08-20T02:06:00Z,"Easy peasy. Twenty minutes. Delicious. We make it with the 1-lb can of crab claw meat which is terrific (Trader Joe's, Lucky Market in the refrigerated seafood section) and runs about $9.)",Crab,"c(""crushed tomatoes"", ""low-fat cream cheese"", ""butter"", ""celery"", ""onion"", ""red bell pepper"", ""white wine"")",4.0,2.0,293.8,12.1,7.0,101.1,868.1,18.7,2.0,7.3,20.8,6.0,6
3712,Rich Chocolate Pudding,794,internetnut,PT4M,PT10M,PT14M,2009-08-20T16:06:00Z,"You'd never guess this rich tasting pudding is made from 1% milk. I found this recipe in Prevention magazine. I have not tried this recipe, but I'm posting it for safe keeping.",Dessert,"c(""brown sugar"", ""cornstarch"", ""instant espresso powder"", ""ground cinnamon"", ""salt"", ""1% low-fat milk"", ""egg"", ""chocolate chips"", ""vanilla extract"")",,,246.5,7.4,4.1,59.0,120.5,41.6,2.7,32.1,7.3,4.0,
3713,Healthy Greek Style Chicken Tacos,2787,Peter J,PT10M,PT15M,PT25M,2009-08-24T01:53:00Z,"Idea I came up with for something quick and healthy that can be mostly prepared in advance. I used a large cooked chicken breast cut-up but would also be a good use for leftover roast chicken. Makes 4 large tacos so I think would be a complete meal for two or a light snack / lunch for four, if using the smaller shells you'll probably be able to fill six of them. I listed a gherkin because that's what I used but you could also use a small handful of diced cucumber. Because it's served slightly chilled I think this would make a nice and quick summer meal at the end of a hot day. You could also use a low-fat Greek yoghurt and/or omit the feta. There is not a lot of sweetness in the recipe so I couldn't really say it was a kid pleaser, more of a slightly sharp taste from the salty and sour ingredients.",Lunch/Snacks,"c(""black olives"", ""garlic cloves"", ""lemon juice"", ""olive oil"", ""dill"", ""black pepper"", ""tomatoes"", ""feta"")",5.0,9.0,525.6,25.8,9.1,116.0,887.9,33.4,3.7,4.4,39.1,,4 Tacos
3714,Berry Pancake (Waukau),5976,Brookelynne26,PT1H,PT0S,PT1H,2009-08-26T10:23:00Z,Make and share this Berry Pancake (Waukau) recipe from Food.com.,Breakfast,"c(""all-purpose flour"", ""salt"", ""milk"", ""egg"", ""vanilla extract"", ""butter"", ""berries"", ""sugar"")",1.0,1.0,209.8,7.7,4.6,46.0,210.3,32.2,0.4,18.9,3.5,8.0,
3715,The Best Bloody Mary,2923,Manami,PT10H,PT1H,PT11H,2009-08-26T17:01:00Z,"I will spare you the details - this my friend, Judy &amp; her husband, Ed want to use this as one of the mixed drinks for their shindig - they tried it and loved it and even though it seems like a lot of work - they say it is worth it. Bon Appetit Magazine, September 2009 Edition. &quot;The Bloody Mary, to quote cocktail guru Dale DeGroff, is like &quot;backyard barbecue: Everyone thinks his is the best.&quot; We just might be able to settle that debate. At Holeman and Finch Public House in Atlanta, co-owners and bartenders Greg Best and Andrew Minchow serve the definitive artisanal Bloody Mary using surprise ingredients.&quot; Cooling &amp; chilling times have already been included.",Beverages,"c(""plum tomatoes"", ""carrot"", ""beet"", ""fennel bulb"", ""garlic clove"", ""bay leaf"", ""kosher salt"", ""kosher salt"", ""fresh lemon juice"", ""celery seed"", ""Worcestershire sauce"", ""whole black peppercorns"", ""hot chili sauce"", ""vodka"", ""lime wedge"")",5.0,1.0,157.0,0.2,0.0,0.0,1017.1,6.6,1.5,3.1,0.9,12.0,
3716,Welsh Rabbit (Rarebit) - Sort of Toasted Cheese,3703,Karen Elizabeth,PT5M,PT5M,PT10M,2009-08-27T13:53:00Z,"Nothing is more delicious that a well-made Welsh Rabbit, or 'rarebit'.  It is easy to make but you do need to keep your eye on it!  Have the toast made, and keep it warm,  before you start cooking the cheese - which is best coarsely grated because it melts easily.

From 'The Country Kitchen - Cheese And Biscuits' - Jean Hatfield.",Lunch/Snacks,"c(""butter"", ""margarine"", ""milk"", ""beer"", ""Worcestershire sauce"", ""mustard powder"", ""salt"", ""cayenne powder"", ""egg"", ""paprika"")",4.5,20.0,227.6,10.2,5.3,66.8,646.1,27.2,1.3,2.4,6.6,4.0,
3717,Peachy-Keen Cooler,5228,Debbwl,,PT6M,PT6M,2009-08-31T02:31:00Z,Make and share this Peachy-Keen Cooler recipe from Food.com.,Smoothies,"c(""milk"", ""peach yogurt"", ""vanilla"")",5.0,12.0,158.8,5.2,3.2,19.4,92.7,21.9,0.8,15.6,7.0,4.0,
3718,Chicken Puffy Tacos,7557,Rocky Walls,PT4H,PT20M,PT4H20M,2009-09-01T10:53:00Z,"Almost everyone I know rants and raves about &quot;Chicken Puffy Tacos!&quot;  The &quot;puffy&quot; part of the name comes from using fried flour tortillas instead of crispy corn or plain flour, but what makes these tacos irrestible is the meat.

I personally love the meat in a folded and fried flour tortilla w/ cheese, guacomole, lettuce, tomato, and sour cream.

*I've also used simply 4-5lb of frozen chicken breasts for this recipe as well, but the whole chicken (with skin and bone) makes it much better.",Whole Chicken,"c(""whole chicken"", ""yellow onion"", ""garlic clove"", ""diced green chilies"", ""ground cumin"", ""chili powder"", ""Mexican oregano"", ""salt"", ""pepper"", ""cayenne pepper"", ""soft taco-size flour tortillas"")",5.0,4.0,228.0,11.6,3.2,40.9,403.4,17.9,1.5,1.2,12.7,24.0,24 Tacos
3719,Roasted Potatoes With Artichokes and Feta,7326,2hot2handle,PT45M,PT15M,PT1H,2009-09-01T13:31:00Z,This is an easy dish to prepare and looks and tastes elegant.  Recipe is from the Colorado Junior League,Potato,"c(""small red potatoes"", ""olive oil"", ""fresh thyme"", ""black pepper"", ""artichokes"", ""yellow onion"", ""feta cheese"")",5.0,2.0,195.5,5.7,1.9,8.3,206.0,32.3,8.2,1.9,7.1,8.0,
3720,"Dairy-Free, Egg-Free Pancakes",7571,Natural Girl,PT5M,PT5M,PT10M,2009-09-01T14:55:00Z,"These pancakes are light, fluffy, and very delicious. You don't miss the egg or dairy at all! I have sent it to my friends, and several have tried it and given it both thumbs up. They cook very quickly, so do not leave them on the pan for too long or they will burn. You may double the recipe for more servings. Great for a quick, delicious breakfast!",Breakfast,"c(""flour"", ""sugar"", ""baking powder"", ""salt"", ""applesauce"", ""water"")",4.5,3.0,316.4,0.6,0.1,0.0,709.0,71.3,1.9,19.0,6.5,,6 medium pancakes
3721,Banana Roulade With Hazelnut Cream,7530,Seejayo,PT20M,PT10M,PT30M,2009-09-01T16:45:00Z,Make and share this Banana Roulade With Hazelnut Cream recipe from Food.com.,Dessert,"c(""hazelnuts"", ""flour"", ""flour"", ""sugar"", ""bananas"", ""powdered sugar"", ""reduced-fat cream cheese"", ""vanilla extract"", ""powdered sugar"")",,,267.7,6.5,2.0,85.7,54.8,47.2,1.3,33.2,5.8,14.0,1 cake
3722,Apple Spice Dutch Oven Coke Cake,4993,Amber C.,PT50M,PT10M,PT1H,2009-09-02T03:05:00Z,"I get so excited just thinking about this cake! It is so simple to make, especially when camping.  All your hungry campers will be drooling when they smell yummy spice cake wafting through the air!!! This recipe is so versatile...we have made it with yellow cake or chocolate cake and cherries, raspberries, or peaches the list goes on and on! I'm sure you could bake this in your oven at home also at 350 degrees in a cake pan.*TIP* Line your dutch oven with parchment paper; one sheet horizontal and another vertical to cover any empty space and press to the sides &amp; bottom as close as you can.  Make sure that the paper hangs over the dutch oven.  Add ingredients as usual and bake, when done just throw away the paper and no clean up, YAY!",Dessert,"c(""margarine"", ""butter"", ""brown sugar"", ""Cool Whip"")",,,606.8,21.8,9.4,0.0,560.0,102.7,2.5,66.7,3.4,,1 cake
3723,Tortilla Towers,7564,GingerlyJ,PT30M,PT15M,PT45M,2009-09-04T10:32:00Z,Make and share this Tortilla Towers recipe from Food.com.,Cuban,"c(""chicken breast halves"", ""celery"", ""yellow onion"", ""salsa"", ""red bell pepper"", ""broccoli floret"", ""frozen corn"", ""salsa"", ""corn tortillas"", ""cheese"", ""cilantro leaf"")",,,320.0,18.3,5.1,27.5,228.6,28.5,4.1,2.2,12.5,6.0,6 Towers
3724,Boozy Onion Omelette,4599,yogiclarebear,PT10M,PT5M,PT15M,2009-09-04T12:21:00Z,Make and share this Boozy Onion Omelette recipe from Food.com.,Onions,"c(""eggs"", ""salt"", ""pepper"", ""Chinese wine"", ""brandy"", ""light soy sauce"", ""lettuce leaf"")",,,294.6,15.1,4.7,634.5,1375.1,17.4,2.3,7.9,22.1,1.0,
3725,Amish Baked Oatmeal,7564,GingerlyJ,PT8H,PT5M,PT8H5M,2009-09-04T14:56:00Z,My Amish friend Cecily loaned me this recipe.. it's made the night before so it's easy to have when you wake up,Breakfast,"c(""old fashioned oats"", ""light brown sugar"", ""butter"", ""hot water"", ""walnuts"")",5.0,3.0,741.5,52.9,22.4,94.2,190.3,66.1,8.1,14.3,9.9,,8-10 bowls
3726,Pine Nut and Almond Cookies,6578,Chef mariajane,PT17M,PT0S,PT17M,2009-09-08T12:49:00Z,Make and share this Pine Nut and Almond Cookies recipe from Food.com.,Drop Cookies,"c(""pine nuts"", ""sugar"", ""orange zest"", ""salt"", ""vanilla extract"")",,,79.6,6.3,0.5,0.0,38.8,5.0,0.8,3.8,2.0,,30 cookies
3727,Oven Fried Zucchini Chips,839,Rachaels Kitchen Go,PT10M,PT10M,PT20M,2009-09-08T18:21:00Z,Make and share this Oven Fried Zucchini Chips recipe from Food.com.,Vegetable,"c(""zucchini"", ""egg substitute"", ""parmesan cheese"", ""fresh ground pepper"")",4.5,3.0,61.2,2.1,0.5,1.2,150.6,7.8,1.1,2.1,3.2,8.0,8
3728,"Orzo Salad With Tomatoes, Feta, and Red Onion",5818,Chef 669019,PT20M,PT20M,PT40M,2009-09-09T16:52:00Z,"Make and share this Orzo Salad With Tomatoes, Feta, and Red Onion recipe from Food.com.",European,"c(""white wine vinegar"", ""lemon juice"", ""honey"", ""olive oil"", ""vegetable broth"", ""orzo pasta"", ""yellow cherry tomatoes"", ""feta cheese"", ""fresh basil"", ""red onion"", ""pine nuts"")",5.0,1.0,476.1,25.9,6.4,23.4,306.2,49.1,2.9,4.1,13.0,8.0,
3729,Irish Feather Gingerbread Cake,5539,DiLo4602,PT50M,PT30M,PT1H20M,2009-09-09T17:05:00Z,"A beautiful, spicy Cake traditionally served anytime, but very popular at Christmas. It's made in a bundt pan. The addition of Guiness stout makes for a light and feathery texture. Recipe comes from 'The Irish Spirit' cookbook I love so much.
Serve this dark, spicy confection with fresh whipping cream.",Dessert,"c(""self-rising flour"", ""ground ginger"", ""cinnamon"", ""ground cloves"", ""nutmeg"", ""baking soda"", ""unsalted butter"", ""brown sugar"", ""molasses"", ""eggs"", ""water"")",,,631.8,19.0,11.4,98.6,533.5,86.6,1.5,41.3,6.6,,1 cake
3730,Simply Roasted Cauliflower,4719,Penny Stettinius,PT45M,PT5M,PT50M,2009-09-09T17:34:00Z,"This is the most flavorful cauliflower. I find the taste amazingly mild and delicious and you cannot beat its simplicity. Goes with anything! Add more salt and pepper, to taste,  after removing from the oven.",Cauliflower,"c(""cauliflower"", ""extra virgin olive oil"", ""kosher salt"", ""fresh ground black pepper"")",5.0,1.0,97.0,6.9,1.0,0.0,479.5,8.0,3.7,3.5,2.9,4.0,
3731,Chicken Kiev-Good Eats!,3954,Vseward Chef-V,PT10M,PT10M,PT20M,2009-09-10T17:03:00Z,"Saw this recipe on Food Network. Good Eats. Looks like something my family will enjoy! Putting here for safe keeping! ;) Looks a lot like how I make chicken parmesan, will try it with the compound butter... not big on tarragon (licorice flavor) not using full amount suggested (1 tsp) but tweaked to my family's taste.",Chicken Breast,"c(""unsalted butter"", ""dried parsley"", ""dried tarragon"", ""kosher salt"", ""fresh ground black pepper"", ""boneless skinless chicken breast halves"", ""eggs"")",,,430.9,27.7,15.9,235.2,704.5,11.8,0.6,1.2,32.4,4.0,
3732,Sarasota's Roasted Whole Chicken With a White Wine Sauce,7495,SarasotaCook,PT1H,PT15M,PT1H15M,2009-09-11T10:42:00Z,"I like lots of flavor to my chicken, and as with many other chefs, a high temp to start is the key for a crispy crust.  I have a very simple olive oil, butter, parsley, salt and pepper rub and then lots of fruit and onions in the cavity which I feel really helps with the flavor. Rather than a rack, just use a couple of thick onion slices or a couple of celery ribs or carrots.  It makes a natural rack and add tons of flavor to the drippings.  Take advantage of what you have in your fridge. You can always use a traditional roasting rack if you want. But I think it is key to have it raised off the bottom of the pan.",Whole Chicken,"c(""chicken"", ""orange"", ""lemon"", ""onion"", ""garlic cloves"", ""butter"", ""olive oil"", ""kosher salt"", ""ground black pepper"", ""dried parsley"", ""cayenne"", ""chicken broth"", ""water"", ""white wine"", ""chicken broth"", ""butter"", ""fresh parsley"", ""cornstarch"")",5.0,11.0,1155.2,76.7,22.8,350.4,2661.1,11.9,1.9,5.7,89.2,,4
3733,Scandinavian Style Almond Paste,7583,the80srule,PT5M,PT10M,PT15M,2009-09-11T11:40:00Z,"This is a wonderful almond paste to use in recipes like scones, pizzelles, almond cookies, and other pastries but is optimal for those itty bitty Danish almond cakes.
I got this from a cooking magazine a few years ago. My version calls for 2 tbsp butter but you might want to up it to 3 if you find that it's not a good consistency or almond-to-butter ratio. If you don't have almond extract at hand (because you're like me and are too poor and/or lazy to buy a bottle), vanilla extract will work too. Also you need a food processor for this!",Dessert,"c(""sugar"", ""butter"")",5.0,1.0,224.1,16.9,2.6,6.1,109.9,15.3,3.3,11.4,6.1,10.0,2 cups
3734,Spinach Salad Sandwich,6579,Feast Your Eyes,PT4M,PT15M,PT19M,2009-09-14T10:45:00Z,"The sandwich is an any-time favorite meal -- Breakfast, lunch, dinner, or whenever.  In just a few minutes you can make this delicious grab-and-go Spinach Salad Sandwich that is perfect for anyone on the move.",Lunch/Snacks,"c(""bacon"", ""mayonnaise"", ""catsup"", ""swiss cheese"", ""hard-boiled eggs"", ""white button mushrooms"")",4.0,1.0,380.9,17.6,6.9,135.6,687.0,38.7,4.2,5.7,17.3,4.0,
3735,Garden Green Beans With Bacon,4907,daisygrl64,PT35M,PT25M,PT1H,2009-09-14T14:27:00Z,"Fresh tender green beans cooked with flavorful bacon and onion provide old-fashioned goodness.  A great side with just about any kind of meat.
Land-O-Lakes Cookbook",Pork,"c(""fresh green beans"", ""bacon"", ""red onion"", ""butter"", ""margarine"", ""black pepper"", ""salt"")",5.0,2.0,155.2,12.7,5.9,25.5,269.1,8.3,3.0,2.2,3.5,6.0,
3736,Buttered Chicken,6415,mlao77,PT1H,PT10M,PT1H10M,2009-09-14T16:06:00Z,"I once went to Cracker Barrel and my husband ordered their Wednesday special, buttered chicken. We'd never seen it on the menu before and it was the most flavorful, moist and buttery chicken we'd ever had. Since that time, we've visited Cracker Barrel in the hopes they'll be serving it again but it has never happened. So what's a wife to do? I tried duplicating it in my kitchen at home after researching recipes and I've come very close. FYI my kids (and my friends' kids) love this chicken dish (it's tasty, not too weird and super easy to make). Serve with rice, egg noodles, potatoes, corn, whatever you like! Change up the spices according to your tastes, perhaps thyme, sage, or rosemary in addition to the ones below... *note: I've never used boneless white meat for this recipe, but I don't see why it wouldn't be as tasty... perhaps not as moist, but i'm sure very yummy!*",Chicken Breast,"c(""chicken parts"", ""kosher salt"", ""ground pepper"", ""paprika"", ""cayenne pepper"", ""flour"", ""butter"")",4.0,1.0,500.8,29.4,13.4,130.7,213.2,23.7,0.8,6.5,33.9,,8-10 chicken pieces
3737,Crowder Peas / Black Eyed Peas,7586,MommaMeredith,PT50M,PT15M,PT1H5M,2009-09-14T17:12:00Z,Yum!!!  This is a great way to make a meal out of all those peas.  I just brought home a bushel of crowder peas and I needed to figure out what to do with them.  I researched a bunch of recipes and combined a few of the ideas I saw to make these.  I think you could use black-eyed peas in this recipe as well.,Lentil,"c(""olive oil"", ""onion"", ""green bell pepper"", ""garlic cloves"", ""broth"", ""bay leaf"", ""thyme"", ""seasoning salt"", ""flour"", ""milk"")",,,528.9,7.6,1.9,14.3,1214.6,84.8,14.3,11.8,33.8,4.0,
3738,Mango Butter Grilled Shrimp and Onions,7495,SarasotaCook,PT20M,PT20M,PT40M,2009-09-14T17:34:00Z,"So I started a thread about flavored butters ... a firm believer that flavored butters can be a great way to make amazing tastes &quot;restaurant style&quot; with very little cost and work.  Well here is one.

Mango ginger butter with fresh cilantro and brushed on skewered shrimp. Simple quick and easy. Again, outside grill, inside grill pan or even the broiler for this.

I love to serve this with my fruited rice.  I take the other half of the mango and chop it with some cilantro and onion and add it to to some brown rice. I like to add some scallions to make a nice base.  Along with some fresh green beans or corn on the cob is perfect to me.",Kid Friendly,"c(""shrimp"", ""unsalted butter"", ""mango"", ""cilantro"", ""kosher salt"", ""ground black pepper"")",,,189.7,8.6,5.1,167.6,463.7,11.7,1.5,7.0,16.7,,12 kabobs
3739,Lemon Dill Chicken Loaves,4907,daisygrl64,,PT25M,PT25M,2009-09-14T17:40:00Z,"Delicious, delightful and delectable describes sauted chicken served in French rolls and seasoned with cream cheese and dill.
Land-O-Lakes Cookbook.",Lunch/Snacks,"c(""butter"", ""margarine"", ""salt"", ""dill weed"", ""black pepper"", ""fresh garlic"", ""boneless chicken breasts"", ""sour cream"", ""cream cheese"", ""dill weed"", ""salt"", ""lemon juice"", ""lettuce leaves"", ""tomatoes"")",,,511.1,32.5,17.3,109.7,732.0,32.2,4.5,7.0,24.3,4.0,
3740,Crunchy Onion Chicken on the Grill,7595,Frenchs Kitchen,PT20M,PT5M,PT25M,2009-09-14T18:12:00Z,"Crispy, crunchy chicken dish made using FRENCH'S&reg; French Fried Onions. Try it out and let us know what you think!",Chicken,"c(""flour"", ""boneless skinless chicken breasts"", ""egg"")",,,188.5,3.0,0.9,135.1,109.7,3.1,0.1,0.1,34.7,4.0,
3741,Pumpkin Flan,6528,threeovens,PT1H,PT20M,PT1H20M,2009-09-14T18:38:00Z,Make and share this Pumpkin Flan recipe from Food.com.,Dessert,"c(""sugar"", ""evaporated milk"", ""sweetened condensed milk"", ""eggs"", ""ground cinnamon"", ""ground cloves"", ""ground ginger"", ""vanilla extract"", ""pumpkin puree"")",,,338.8,8.6,4.5,129.1,122.1,58.2,0.3,52.4,9.0,10.0,
3742,Cheryl's Rum Cake,7542,Maria Viso-Corbitt,PT1H,PT15M,PT1H15M,2009-09-15T11:57:00Z,Make and share this Cheryl's Rum Cake recipe from Food.com.,Dessert,"c(""pecans"", ""vanilla instant pudding mix"", ""light rum"", ""water"", ""eggs"", ""butter"", ""margarine"", ""rum"", ""sugar"", ""water"")",5.0,1.0,750.4,40.1,11.4,137.6,547.8,77.3,1.4,53.8,6.8,,1 cake
3743,Nutty Chicken Curry,3406,English_Rose,PT12M,PT6M,PT18M,2009-09-17T10:37:00Z,Make and share this Nutty Chicken Curry recipe from Food.com.,Curries,"c(""red chili pepper"", ""fresh ginger"", ""garlic clove"", ""cilantro"", ""boneless skinless chicken breasts"", ""peanut butter"", ""chicken broth"")",,,293.1,15.3,3.0,68.4,303.5,5.9,1.8,2.7,33.6,4.0,
3744,Rotisserie Chicken &amp; Veggie Stew,6546,Tallie in Pacific NW,PT2H,PT15M,PT2H15M,2009-09-17T14:16:00Z,"This stew is my own creation and absolutely fabulous w/honey cornbread or potato rolls.  It's easy and inexpensive.  Go to your local deli, grab an already cooked whole rotisserie chicken, some veggies, brown rice &amp; broth and call it a night!  This stew can also be made in the crockpot!",Vegetable,"c(""chicken"", ""yellow onion"", ""russet potatoes"", ""celery"", ""roma tomatoes"", ""brown rice"", ""white beans"", ""chicken broth"", ""thyme"", ""basil"", ""salt"", ""pepper"")",4.0,1.0,794.1,30.7,8.7,115.0,1422.6,97.1,24.5,4.7,46.4,6.0,1 1/2 cups
3745,Easy Creamy Chicken &amp; Bacon Pasta,7597,Tania,PT20M,PT10M,PT30M,2009-09-17T14:57:00Z,"Great easy pasta, kiunda like a carbonara with a few differences. You can choose whateva pasta you want to have it with.  I would really like to put a few herbs in there but not sure what will go. please help if you have any suggestions. Thanks",Chicken Breast,"c(""boneless skinless chicken breasts"", ""bacon"", ""garlic cloves"", ""cheese"", ""cooked pasta"", ""parmesan cheese"")",5.0,2.0,735.4,59.4,33.0,216.2,401.1,27.9,3.5,2.0,24.8,4.0,
3746,Roasted Pumpkin and Tomato Chowder,3406,English_Rose,PT1H,PT15M,PT1H15M,2009-09-17T15:43:00Z,Make and share this Roasted Pumpkin and Tomato Chowder recipe from Food.com.,Chowders,"c(""pumpkin"", ""tomatoes"", ""garlic cloves"", ""olive oil"", ""red chili peppers"", ""ground ginger"", ""dark brown sugar"", ""chicken broth"", ""vegetable broth"")",5.0,1.0,213.2,4.3,1.0,0.0,1448.4,34.2,6.0,11.4,12.8,4.0,
3747,Cole's Chocolate Frosting,7605,cuddlemewahm,,PT10M,PT10M,2009-09-18T16:50:00Z,"My girl's favorite chocolate frosting for my chocolate cupcakes.  This is slightly runny but that is how we like it, you can add more powdered sugar to thicken if you would like.",Dessert,"c(""butter"", ""margarine"", ""powdered sugar"", ""milk"", ""vanilla"")",,,100.2,4.0,2.4,10.2,27.9,15.8,0.4,14.1,0.6,,
3748,Perfect Four-Layer Delight,1360,Hippie2MARS,PT15M,PT20M,PT35M,2009-09-21T01:09:00Z,My aunt has made this for holidays for as long as I can remember. My cousins and I will butt heads for the last piece. Good thing she usually makes two!,Dessert,"c(""flour"", ""butter"", ""pecans"", ""cream cheese"", ""powdered sugar"", ""vanilla"", ""Cool Whip"", ""instant chocolate pudding mix"", ""milk"")",4.5,4.0,643.0,38.5,21.7,86.4,672.6,67.7,2.1,44.2,8.8,12.0,
3749,Strawberry Banana Smoothie With Apple Cider,7606,Mel_319,,PT5M,PT5M,2009-09-21T01:13:00Z,This came about when I wanted to use up some items from the kitchen and threw it all together for a delicious smoothie!,Smoothies,"c(""banana"", ""frozen strawberries"", ""apple cider"", ""honey"", ""flax seed"")",5.0,1.0,281.9,4.9,0.5,0.0,8.4,62.4,9.4,39.4,4.0,1.0,1 large glass
3750,Chocolate Chip Brownie Pillows,4199,nicoleingermantown,PT20M,PT40M,PT1H,2009-09-21T10:56:00Z,Make and share this Chocolate Chip Brownie Pillows recipe from Food.com.,Dessert,"c(""unsalted butter"", ""butter flavor shortening"", ""brown sugar"", ""eggs"", ""vanilla extract"", ""flour"", ""baking powder"", ""baking soda"", ""salt"")",,,715.5,35.5,17.8,79.7,257.7,92.2,4.9,62.1,7.1,11.0,11 cookies
